match_id,round_num,n_ticks,bomb_plant_tick,winning_side,ct_freeze_time_end_eq_val,t_freeze_time_end_eq_val,ct_flash_opp,t_flash_opp,ct_flashed,t_flashed,ct_avg_flash_duration,t_avg_flash_duration,ct_kills,t_kills,ct_first_kill,ct_hs_prob,t_hs_prob,ct_trade_prob,t_trade_prob,ct_flash_kill_prob,t_flash_kill_prob,ct_assist_prob,t_assist_prob,ct_kast_prob,t_kast_prob,ct_shot_fires,t_shot_fires,ct_shot_connected_prob,t_shot_connected_prob,ct_he_grenade,ct_decoy_grenade,ct_flashbang,ct_smoke_grenade,t_flashbang,t_smoke_grenade,t_he_grenade,t_decoy_grenade,ct_grenade_connected_prob,t_grenade_connected_prob,ct_fire_grenade,t_fire_grenade,round_end_reason_BombDefused,round_end_reason_CTWin,round_end_reason_TargetBombed,round_end_reason_TargetSaved,round_end_reason_TerroristsWin,freeze_time_end_eq_val_diff
1625f047-b597-403d-b9c4-0660138852ca,25,400942,396761,0,27750,27150,6,11,8,9,2.6514506340026855,1.5212730169296265,3,5,0,0.0,0.2,0.6666666666666666,0.4,0.0,0.6,0.6666666666666666,0.2,0.6,0.8,66,48,0.10606060606060606,0.22916666666666666,4,0,3,3,6,3,1,0,0.0,0.2,4,5,0,0,0,0,1,600
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,1,8289,3036,0,4550,4400,8,4,6,6,0.9519035220146179,1.5854053497314453,5,4,1,1.0,0.75,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,43,75,0.23255813953488372,0.18666666666666668,1,0,3,1,1,1,1,0,0.0,0.0,0,0,0,0,1,0,0,150
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,2,22702,19880,0,11900,20250,1,5,5,1,2.634167194366455,0.3198060095310211,0,5,0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,17,93,0.11764705882352941,0.17204301075268819,1,0,1,2,3,2,1,1,0.0,0.0,0,1,0,0,0,0,1,-8350
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,3,30952,-1,0,1800,24500,6,1,2,5,1.299291729927063,0.88044273853302,0,5,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,25,125,0.16,0.184,0,0,2,1,1,0,1,0,0.0,0.0,0,1,0,0,0,0,1,-22700
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,4,46237,40984,0,26600,24800,1,11,3,9,2.901445150375366,1.0861849784851074,2,4,1,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.4,0.6,30,108,0.3,0.1111111111111111,4,0,1,2,7,4,3,0,0.2222222222222222,0.0,2,3,0,0,1,0,0,1800
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,5,58507,53254,0,10650,23850,3,11,8,6,3.022447109222412,1.9815673828125,1,3,0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.4,0.8,22,89,0.09090909090909091,0.14606741573033707,3,0,1,2,4,2,2,0,0.16666666666666666,0.0,0,3,0,0,1,0,0,-13200
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,6,72037,66774,0,29200,25300,7,8,9,6,2.831007242202759,1.8187341690063477,4,3,1,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.4,116,117,0.08620689655172414,0.06837606837606838,4,0,4,4,4,5,2,0,0.0,0.0,2,5,0,0,1,0,0,3900
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,7,97984,-1,1,27850,27650,5,5,4,6,1.6180719137191772,2.0980477333068848,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,81,87,0.25925925925925924,0.05747126436781609,3,0,2,5,5,4,2,0,0.0,0.0,4,2,0,1,0,0,0,200
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,8,114671,-1,1,29050,25100,2,9,3,8,2.636052131652832,0.9793305993080139,5,2,1,0.2,1.0,0.0,0.5,0.0,0.0,0.2,0.5,0.6,0.4,98,74,0.12244897959183673,0.13513513513513514,3,0,1,4,6,5,2,0,0.0,0.0,4,3,0,1,0,0,0,3950
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,9,130032,128741,1,29100,25100,2,9,7,4,2.737578868865967,0.7980241179466248,5,2,1,0.4,0.0,0.2,0.0,0.0,0.0,0.2,1.0,0.6,0.4,141,97,0.09929078014184398,0.061855670103092786,4,0,3,3,5,2,1,0,0.2857142857142857,0.0,4,3,1,0,0,0,0,4000
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,10,144255,-1,0,30450,25100,3,9,7,5,3.195272922515869,2.5995376110076904,1,5,1,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,138,92,0.10144927536231885,0.13043478260869565,3,0,1,4,6,5,1,0,0.15384615384615385,0.0,5,5,0,0,0,0,1,5350
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,11,153284,-1,1,28700,25200,14,1,8,7,2.328784465789795,3.7064120769500732,5,2,1,0.4,0.5,0.0,0.5,0.4,0.5,0.0,0.0,0.6,0.4,82,52,0.18292682926829268,0.15384615384615385,2,0,5,3,4,5,1,0,0.0,0.0,3,2,0,1,0,0,0,3500
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,12,165591,163884,1,29700,23200,0,9,6,3,1.858439326286316,1.1438567638397217,5,3,1,0.4,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.4,0.3333333333333333,0.8,0.4,104,127,0.14423076923076922,0.11811023622047244,4,0,0,1,4,2,1,0,0.0,0.0,2,1,1,0,0,0,0,6500
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,13,189328,-1,1,31150,21100,7,7,9,5,1.9560784101486206,1.8604850769042969,5,2,1,0.6,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.6,0.2,69,96,0.18840579710144928,0.11458333333333333,3,0,3,3,5,4,1,0,0.0,0.0,3,1,0,1,0,0,0,10050
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,14,197538,-1,1,31250,5150,5,0,3,2,1.7665263414382935,3.078150987625122,5,0,1,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,38,6,0.21052631578947367,0.0,3,0,2,2,0,0,0,0,0.18181818181818182,0.0,4,0,0,1,0,0,0,26100
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,15,230121,207372,0,32450,25500,7,10,12,5,2.4230363368988037,1.8915987014770508,2,5,1,0.0,0.2,0.0,0.0,0.0,0.4,0.5,0.0,0.4,0.6,85,106,0.07058823529411765,0.12264150943396226,3,0,3,2,5,5,1,0,0.18181818181818182,0.0,3,5,0,0,0,0,1,6950
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,16,245736,240651,1,4300,4400,0,1,1,0,4.905426979064941,0.0,5,4,1,0.6,0.5,0.2,0.0,0.0,0.0,0.0,0.75,0.6,0.6,52,78,0.25,0.14102564102564102,0,0,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,-100
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,17,260954,-1,1,21450,13650,0,1,1,0,4.8037567138671875,0.0,5,3,0,0.8,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.6,0.6,77,35,0.22077922077922077,0.17142857142857143,2,0,0,2,2,4,0,0,0.0,0.0,1,2,0,1,0,0,0,7800
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,18,272815,-1,1,25400,3000,2,0,2,0,0.7225064039230347,0.0,5,2,1,0.6,0.5,0.2,1.0,0.0,0.0,0.0,0.0,0.8,0.4,90,59,0.14444444444444443,0.15254237288135594,2,0,1,2,0,0,0,0,0.0,0.0,4,0,0,1,0,0,0,22400
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,19,290563,-1,1,30700,26350,6,8,6,8,1.2630107402801514,1.6194944381713867,5,2,1,0.2,0.5,0.4,0.5,0.0,0.0,0.4,0.0,0.8,0.4,68,149,0.20588235294117646,0.04697986577181208,4,0,4,5,5,4,3,0,0.0,0.26666666666666666,4,3,0,1,0,0,0,4350
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,20,296916,-1,1,32350,7450,0,13,8,5,1.9229861497879028,1.5737148523330688,5,1,1,0.4,1.0,0.2,1.0,0.2,1.0,0.4,0.0,0.8,0.2,104,35,0.14423076923076922,0.17142857142857143,3,0,0,1,3,2,1,0,0.0,0.2222222222222222,3,3,0,1,0,0,0,24900
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,21,312569,310876,1,32900,27050,2,6,2,6,0.6997429132461548,2.402191162109375,5,2,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,77,88,0.15584415584415584,0.06818181818181818,4,0,3,4,3,5,3,0,0.0,0.0,4,2,1,0,0,0,0,5850
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,22,334618,330677,0,32150,23900,1,4,3,2,0.7921516299247742,2.6801698207855225,3,5,0,0.3333333333333333,0.6,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2,0.4,0.6,34,111,0.29411764705882354,0.15315315315315314,3,0,1,3,3,5,1,0,0.0,0.0,3,4,0,0,0,0,1,8250
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,23,351108,-1,1,29200,25750,7,6,3,10,0.6738040447235107,2.1148972511291504,5,3,0,0.0,0.3333333333333333,0.4,0.0,0.2,0.0,0.4,0.0,0.4,0.4,119,159,0.17647058823529413,0.06289308176100629,3,0,2,5,3,4,3,0,0.0,0.0,4,3,0,1,0,0,0,3450
e2912ae1-af2e-47c4-8cfa-c8d3bd8f8615,24,363454,360908,1,29850,0,1,1,1,1,0.7135595083236694,0.7652598023414612,5,2,1,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,70,55,0.17142857142857143,0.18181818181818182,3,0,2,1,1,3,1,0,0.0,0.0,3,2,1,0,0,0,0,29850
46cc4f91-1f09-4c99-9895-38c2df83bac1,1,13810,-1,0,4400,4250,5,2,6,1,1.8482211828231812,3.135348081588745,4,5,1,1.0,0.6,0.0,0.2,0.25,0.0,0.25,0.2,0.8,0.4,68,65,0.11764705882352941,0.2153846153846154,0,0,2,0,1,1,1,0,0.0,0.0,0,1,0,0,0,0,1,150
46cc4f91-1f09-4c99-9895-38c2df83bac1,2,28920,-1,1,10750,15400,1,8,5,4,1.5407464504241943,1.566961646080017,5,4,1,0.8,0.25,0.0,0.25,0.0,0.25,0.4,0.5,0.8,0.4,42,93,0.21428571428571427,0.13978494623655913,3,0,3,4,2,2,3,0,0.18181818181818182,0.0,1,2,0,1,0,0,0,-4650
46cc4f91-1f09-4c99-9895-38c2df83bac1,3,43511,42415,0,22400,9500,0,1,0,1,0.0,0.148879736661911,0,5,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,25,0.07272727272727272,0.28,4,0,2,4,1,1,1,0,0.0,0.0,2,0,0,0,0,0,1,12900
46cc4f91-1f09-4c99-9895-38c2df83bac1,4,60141,55451,1,6050,20200,1,5,5,1,2.401514768600464,4.622255802154541,4,5,1,0.75,0.4,0.25,0.4,0.25,0.2,0.0,0.2,0.6,0.6,27,90,0.4074074074074074,0.2,2,0,1,2,3,2,1,0,0.0,0.0,0,3,1,0,0,0,0,-14150
46cc4f91-1f09-4c99-9895-38c2df83bac1,5,80771,75517,0,16100,26150,3,5,2,6,0.5452824234962463,1.4439239501953125,4,4,0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.4,0.6,33,45,0.18181818181818182,0.24444444444444444,3,0,2,3,3,4,0,0,0.0,0.0,1,3,0,0,1,0,0,-10050
46cc4f91-1f09-4c99-9895-38c2df83bac1,6,93518,-1,1,10950,21700,0,4,3,1,3.5438125133514404,0.7157460451126099,5,3,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6,0.4,18,151,0.3333333333333333,0.09933774834437085,2,0,0,4,3,1,2,0,0.0,0.0,0,4,0,1,0,0,0,-10750
46cc4f91-1f09-4c99-9895-38c2df83bac1,7,109491,-1,1,25300,10650,0,5,3,2,0.6452814936637878,1.1468232870101929,5,1,1,0.4,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.8,0.2,136,42,0.15441176470588236,0.14285714285714285,2,0,0,2,2,4,1,0,0.0,0.0,2,0,0,1,0,0,0,14650
46cc4f91-1f09-4c99-9895-38c2df83bac1,8,120457,-1,1,31450,1600,0,6,2,4,3.5197575092315674,0.6133682727813721,5,1,1,0.6,1.0,0.2,1.0,0.2,0.0,0.2,1.0,0.8,0.2,65,56,0.24615384615384617,0.25,3,0,0,1,2,0,0,0,0.0,0.0,1,0,0,1,0,0,0,29850
46cc4f91-1f09-4c99-9895-38c2df83bac1,9,140053,136896,0,29800,20300,6,10,5,11,1.8839174509048462,2.110507011413574,4,5,1,0.75,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,105,96,0.11428571428571428,0.14583333333333334,3,0,4,5,6,4,1,0,0.0,0.0,3,3,0,0,0,0,1,9500
46cc4f91-1f09-4c99-9895-38c2df83bac1,10,159214,156547,0,27650,24600,0,12,7,5,2.1218807697296143,0.530816912651062,1,5,1,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,87,61,0.08045977011494253,0.18032786885245902,2,0,1,3,5,4,1,0,0.0,0.0,2,3,0,0,0,0,1,3050
46cc4f91-1f09-4c99-9895-38c2df83bac1,11,177821,173121,0,1000,30000,0,0,0,0,0.0,0.0,4,5,0,0.0,0.6,0.25,0.4,0.0,0.0,0.25,0.0,0.6,0.6,104,34,0.17307692307692307,0.17647058823529413,0,0,0,1,0,3,3,0,0.0,0.0,0,3,0,0,0,0,1,-29000
46cc4f91-1f09-4c99-9895-38c2df83bac1,12,193829,190934,0,24300,27750,20,6,14,12,2.143728733062744,3.1920223236083984,4,5,0,0.25,0.2,0.0,0.6,0.25,0.4,0.25,0.4,0.6,0.6,78,71,0.16666666666666666,0.23943661971830985,2,0,5,3,3,1,2,0,0.0,0.0,1,1,0,0,0,0,1,-3450
46cc4f91-1f09-4c99-9895-38c2df83bac1,13,216384,-1,1,6900,27850,0,9,3,6,3.28604793548584,1.137203335762024,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,24,50,0.20833333333333334,0.08,1,0,0,4,3,3,3,0,0.4,0.0,0,4,0,0,0,1,0,-20950
46cc4f91-1f09-4c99-9895-38c2df83bac1,14,243627,-1,1,31100,21150,0,6,2,4,4.1253557205200195,1.1678571701049805,5,1,1,0.8,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,108,41,0.07407407407407407,0.14634146341463414,3,0,1,4,4,3,1,0,0.0,0.0,2,2,0,1,0,0,0,9950
46cc4f91-1f09-4c99-9895-38c2df83bac1,15,257025,-1,1,32850,10450,0,6,1,5,4.787271976470947,1.7809813022613525,5,3,1,0.4,0.6666666666666666,0.2,0.0,0.2,0.0,0.4,0.0,0.4,0.4,108,23,0.1574074074074074,0.2608695652173913,3,0,0,3,2,4,1,0,0.3333333333333333,0.0,3,1,0,1,0,0,0,22400
46cc4f91-1f09-4c99-9895-38c2df83bac1,16,295826,292017,0,4400,4600,0,3,0,3,0.0,0.19962365925312042,2,5,0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.8,73,75,0.1095890410958904,0.17333333333333334,1,0,1,1,2,3,2,0,0.0,0.0,1,1,0,0,0,0,1,-200
46cc4f91-1f09-4c99-9895-38c2df83bac1,17,304450,-1,1,9300,18900,2,0,1,1,1.0199670791625977,1.0466667413711548,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,23,24,0.30434782608695654,0.041666666666666664,0,0,2,4,1,3,0,0,0.0,0.4,0,1,0,1,0,0,0,-9600
46cc4f91-1f09-4c99-9895-38c2df83bac1,18,317572,-1,1,25450,7650,6,0,5,1,0.4708259701728821,3.0312321186065674,5,3,1,0.8,0.6666666666666666,0.2,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.8,0.6,95,26,0.2,0.23076923076923078,3,0,3,2,0,1,0,0,0.0,0.0,1,0,0,1,0,0,0,17800
46cc4f91-1f09-4c99-9895-38c2df83bac1,19,328544,-1,1,27450,1000,2,0,2,0,1.3852880001068115,0.0,5,1,1,0.2,0.0,0.2,1.0,0.0,0.0,0.4,0.0,0.8,0.2,164,45,0.12195121951219512,0.2,5,0,2,2,0,0,0,0,0.0,0.0,1,0,0,1,0,0,0,26450
46cc4f91-1f09-4c99-9895-38c2df83bac1,20,341710,341472,0,30500,23700,0,0,0,0,0.0,0.0,0,6,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,41,112,0.0975609756097561,0.11607142857142858,4,0,0,4,1,2,2,0,0.0,0.0,3,1,0,0,0,0,1,6800
46cc4f91-1f09-4c99-9895-38c2df83bac1,21,363998,358746,0,24150,27050,2,7,6,3,1.109237551689148,2.4205195903778076,3,3,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.4,37,75,0.21621621621621623,0.12,1,0,3,3,5,4,4,0,0.0,0.23529411764705882,1,4,0,0,1,0,0,-2900
46cc4f91-1f09-4c99-9895-38c2df83bac1,22,380266,375875,1,12100,26750,0,10,4,6,2.449052572250366,0.7578187584877014,5,1,1,0.4,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.8,0.2,24,91,0.2916666666666667,0.0989010989010989,0,0,0,1,4,5,1,0,0.0,0.0,0,3,1,0,0,0,0,-14650
46cc4f91-1f09-4c99-9895-38c2df83bac1,23,402334,398066,1,31500,22300,3,9,6,6,3.083312749862671,1.3102514743804932,4,2,1,0.25,0.0,0.0,0.5,0.25,0.5,0.0,0.0,0.6,0.4,77,64,0.14285714285714285,0.109375,4,0,3,5,3,2,1,0,0.0,0.0,5,3,1,0,0,0,0,9200
46cc4f91-1f09-4c99-9895-38c2df83bac1,24,415882,413662,0,31000,10000,3,2,1,4,1.683495044708252,1.087829351425171,3,5,1,0.3333333333333333,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.4,56,10,0.21428571428571427,0.5,4,0,3,4,1,3,0,0,0.0,0.0,5,0,0,0,0,0,1,21000
46cc4f91-1f09-4c99-9895-38c2df83bac1,25,433802,-1,1,24600,26850,2,7,4,5,2.285592794418335,1.2443335056304932,5,1,1,0.4,0.0,0.0,1.0,0.2,0.0,0.2,1.0,0.8,0.2,107,109,0.1308411214953271,0.08256880733944955,1,0,1,5,6,5,1,0,0.0,0.0,4,4,0,0,0,1,0,-2250
46cc4f91-1f09-4c99-9895-38c2df83bac1,26,448964,443922,1,28550,10500,10,5,5,10,2.4021260738372803,1.9211294651031494,5,3,1,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.4,102,38,0.12745098039215685,0.13157894736842105,3,0,4,5,2,4,1,0,0.0,0.0,4,1,1,0,0,0,0,18050
46cc4f91-1f09-4c99-9895-38c2df83bac1,27,472751,467498,0,29850,13700,5,2,1,6,0.7904831767082214,2.0554544925689697,3,3,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.4,23,39,0.21739130434782608,0.15384615384615385,3,0,2,4,1,4,5,0,0.0,0.0,4,2,0,0,1,0,0,16150
46cc4f91-1f09-4c99-9895-38c2df83bac1,28,499504,494251,0,23500,19900,7,6,2,11,2.099670171737671,1.8053349256515503,3,3,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.6,24,53,0.125,0.1320754716981132,3,0,3,4,2,4,1,0,0.0,0.0,2,4,0,0,1,0,0,3600
46cc4f91-1f09-4c99-9895-38c2df83bac1,29,511979,-1,1,13050,26650,0,0,0,0,0.0,0.0,5,2,1,0.4,0.5,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.4,28,46,0.32142857142857145,0.13043478260869565,0,1,0,1,0,4,0,0,0.0,0.0,0,0,0,1,0,0,0,-13600
46cc4f91-1f09-4c99-9895-38c2df83bac1,30,527103,523900,1,31150,2500,1,1,0,2,0.0,2.6373791694641113,5,2,1,0.6,0.5,0.2,0.5,0.0,0.0,0.2,0.0,0.8,0.4,104,36,0.21153846153846154,0.1388888888888889,3,0,3,3,1,4,1,0,0.0,0.0,4,1,1,0,0,0,0,28650
8e79e026-26c9-4e27-afaf-2a60103311b7,1,17248,-1,0,4400,3700,3,7,3,7,1.1651028394699097,1.8626197576522827,2,5,0,1.0,1.0,0.0,0.2,0.0,0.0,0.5,0.2,0.2,0.6,23,51,0.2608695652173913,0.13725490196078433,0,0,2,0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,1,700
8e79e026-26c9-4e27-afaf-2a60103311b7,2,36468,31215,0,8800,15900,0,8,2,6,2.816636562347412,0.9834131598472595,2,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.6,13,118,0.23076923076923078,0.09322033898305085,1,0,1,0,7,6,2,0,0.0,0.21052631578947367,0,4,0,0,1,0,0,-7100
8e79e026-26c9-4e27-afaf-2a60103311b7,3,49001,-1,1,6750,18050,1,6,5,2,3.545353651046753,0.40732550621032715,5,1,1,0.6,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.2,69,80,0.21739130434782608,0.0875,0,0,1,0,5,2,3,0,0.0,0.21428571428571427,0,4,0,1,0,0,0,-11300
8e79e026-26c9-4e27-afaf-2a60103311b7,4,71951,-1,1,27800,16300,8,6,9,5,1.6903777122497559,2.0805461406707764,5,2,1,0.8,1.0,0.0,0.5,0.0,0.0,0.2,0.0,0.6,0.4,55,74,0.23636363636363636,0.10810810810810811,4,0,4,3,4,3,1,0,0.0,0.0,4,1,0,1,0,0,0,11500
8e79e026-26c9-4e27-afaf-2a60103311b7,5,80878,-1,1,30950,2850,4,4,4,4,2.0516719818115234,2.236037254333496,5,0,1,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.0,0.0,48,10,0.22916666666666666,0.0,5,0,2,1,2,1,0,0,0.0,0.0,2,0,0,1,0,0,0,28100
8e79e026-26c9-4e27-afaf-2a60103311b7,6,90212,-1,1,32850,2400,0,0,0,0,0.0,0.0,5,0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,81,8,0.09876543209876543,0.0,4,0,0,1,0,0,2,0,0.0,0.0,4,0,0,1,0,0,0,30450
8e79e026-26c9-4e27-afaf-2a60103311b7,7,105811,-1,1,33350,24900,8,4,5,7,1.7975997924804688,1.5947325229644775,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,99,80,0.10101010101010101,0.0125,3,0,5,5,4,3,3,0,0.0,0.14285714285714285,6,4,0,1,0,0,0,8450
8e79e026-26c9-4e27-afaf-2a60103311b7,8,120048,118390,1,31850,8600,1,5,2,4,2.1531848907470703,2.0770998001098633,5,3,0,0.4,0.6666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3333333333333333,0.6,0.4,87,81,0.16091954022988506,0.12345679012345678,4,0,5,3,3,3,0,0,0.0,0.0,4,0,1,0,0,0,0,23250
8e79e026-26c9-4e27-afaf-2a60103311b7,9,138922,137188,0,34500,26150,0,8,3,5,2.8579635620117188,0.8531096577644348,3,5,1,0.3333333333333333,0.6,0.0,0.6,0.0,0.0,0.3333333333333333,0.4,0.6,0.6,44,64,0.1590909090909091,0.140625,4,0,2,3,8,4,3,0,0.0,0.0,3,4,0,0,0,0,1,8350
8e79e026-26c9-4e27-afaf-2a60103311b7,10,157800,152548,0,30900,26350,19,19,14,24,2.0945522785186768,1.9134567975997925,4,4,1,0.75,0.75,0.0,0.75,0.75,0.0,0.25,0.0,0.8,0.6,177,176,0.07344632768361582,0.07386363636363637,4,0,7,5,7,5,0,0,0.0,0.0,4,5,0,0,1,0,0,4550
8e79e026-26c9-4e27-afaf-2a60103311b7,11,179770,174517,0,29500,26650,0,12,4,8,1.849595308303833,1.137466549873352,1,3,0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.4,0.8,18,68,0.2222222222222222,0.1323529411764706,2,0,0,3,5,3,1,0,0.0,0.0,2,2,0,0,1,0,0,2850
8e79e026-26c9-4e27-afaf-2a60103311b7,12,197690,-1,1,28700,27850,6,8,7,7,1.842533826828003,1.9217727184295654,4,4,0,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.5,0.4,0.6,48,106,0.14583333333333334,0.12264150943396226,1,0,3,3,5,4,3,0,0.0,0.0,4,4,0,0,0,1,0,850
8e79e026-26c9-4e27-afaf-2a60103311b7,13,213887,208634,0,26400,25500,0,3,0,3,0.0,1.0951833724975586,0,3,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,10,170,0.2,0.047058823529411764,3,0,0,2,4,3,2,0,0.0,0.0,1,4,0,0,1,0,0,900
8e79e026-26c9-4e27-afaf-2a60103311b7,14,232844,228296,0,11200,25600,3,4,3,4,1.6586934328079224,2.4783637523651123,3,5,1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.4,62,116,0.3064516129032258,0.1206896551724138,1,0,1,1,4,4,2,0,0.0,0.0,1,4,0,0,0,0,1,-14400
8e79e026-26c9-4e27-afaf-2a60103311b7,15,250030,246113,1,24100,27300,3,3,3,3,0.7400332093238831,1.3412418365478516,5,1,1,0.6,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.8,0.2,98,115,0.1326530612244898,0.09565217391304348,2,1,2,2,2,4,1,0,0.0,0.0,2,3,1,0,0,0,0,-3200
8e79e026-26c9-4e27-afaf-2a60103311b7,16,289748,-1,1,3750,4350,2,3,1,4,0.6234330534934998,3.8354129791259766,5,1,1,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,41,27,0.14634146341463414,0.14814814814814814,1,0,1,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,-600
8e79e026-26c9-4e27-afaf-2a60103311b7,17,302096,-1,1,20550,8200,12,2,9,5,2.1380083560943604,2.381101608276367,5,1,1,0.6,0.0,0.2,1.0,0.2,0.0,0.2,1.0,0.8,0.2,88,55,0.17045454545454544,0.05454545454545454,4,0,5,5,1,1,0,0,0.0,0.0,2,1,0,1,0,0,0,12350
8e79e026-26c9-4e27-afaf-2a60103311b7,18,310867,-1,0,22950,1500,1,0,0,1,0.0,3.8486857414245605,4,5,0,0.25,0.4,0.25,0.2,0.0,0.0,0.25,0.0,0.6,0.4,63,50,0.2222222222222222,0.26,3,0,1,1,0,0,0,0,0.16666666666666666,0.0,1,0,0,0,0,0,1,21450
8e79e026-26c9-4e27-afaf-2a60103311b7,19,330442,328096,1,16050,27950,5,13,10,8,2.2938218116760254,1.7506541013717651,5,3,0,0.4,0.3333333333333333,0.2,0.0,0.0,0.6666666666666666,0.2,0.0,0.6,0.4,40,74,0.275,0.06756756756756757,2,0,1,4,7,5,2,0,0.0,0.0,1,4,1,0,0,0,0,-11900
8e79e026-26c9-4e27-afaf-2a60103311b7,20,349906,344652,0,24400,6850,5,2,1,6,3.4803786277770996,1.7426847219467163,3,3,1,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,0.4,72,66,0.16666666666666666,0.21212121212121213,2,0,3,4,1,1,0,0,0.0,0.0,4,0,0,0,1,0,0,17550
